Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,Activision Value,E10+
Animal Planet: Vet Life,Wii,2009,Simulation,Activision,"Activision, Activision Blizzard",E
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,"Activision, Behaviour Interactive",E
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,"Activision, Behaviour Interactive",E
Guitar Hero Live,PS3,2015,Misc,Activision,"Activision, FreeStyleGames",T
Guitar Hero Live,WiiU,2015,Misc,Activision,"Activision, FreeStyleGames",T
The Weakest Link,PS,2001,Misc,Activision,"Activision, Traveller's Tales",E
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,Adrenium,T
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,Adrenium,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,Adrenium,T
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,Adrenium,T
Pocket Pets,DS,2007,Simulation,O3 Entertainment,Agatsuma Entertainment,E
Clubhouse Games,DS,2006,Misc,Nintendo,Agenda,E
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,Agetec,E
Bomberman Tournament,GBA,2001,Puzzle,Activision,AI,E
Blender Bros.,GBA,2002,Platform,Unknown,AI,E
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,AI,E
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,AI,E10+
Dark Void,PS3,2010,Action,Capcom,Airtight Games,T
Dark Void,X360,2010,Action,Capcom,Airtight Games,T
Dark Void,PC,2010,Action,Capcom,Airtight Games,T
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,Airtight Games,M
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,Airtight Games,M
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,Airtight Games,M
Murdered: Soul Suspect,X360,2014,Action,Square Enix,Airtight Games,M
Murdered: Soul Suspect,PC,2014,Action,Square Enix,Airtight Games,M
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,Akella,T
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,Akella,T
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,Aki Corp.,T
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,Aki Corp.,T
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,Aki Corp.,M
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,Aki Corp.,T
Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,Aki Corp.,M
SimCity DS,DS,2007,Simulation,Electronic Arts,Aki Corp.,E
Def Jam: Fight for NY,XB,N/A,Fighting,Electronic Arts,Aki Corp.,M
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,"Alawar Entertainment, Inc, Alawar Entertainment",E
Gal Gun: Double Peace,PSV,2015,Action,PQube,"Alchemist, Inti Creates",M
Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,Alfa System,T
Mobile Light Force 2,PS2,2002,Shooter,Taito,Alfa System,E
Castle Shikigami 2,PS2,2004,Shooter,Play It,Alfa System,E
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,Alfa System,T
Castle of Shikigami III,Wii,2007,Shooter,PQube,Alfa System,T
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,Alfa System,T
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,Alfa System,T
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,Alfa System,T
Foto Showdown,DS,2010,Role-Playing,Unknown,Alpha Unit,E
The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,Alpha Unit,E
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,Alpha Unit,E
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,Alphadream Corporation,E
Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,Alternative Software,
Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,Altron,E
Virtua Tennis,GBA,2002,Sports,Atari,Altron,E
The Simpsons: Road Rage,GBA,2003,Racing,THQ,Altron,E
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,Altron,E
Bratz: Rock Angelz,GBA,2004,Misc,THQ,Altron,E
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,Altron,E
Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,Altron,E
Zoo Tycoon DS,DS,2005,Strategy,THQ,Altron,E
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,Altron,E
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,Altron,E
Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,Altron,E
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,THQ,Altron,E
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,Altron,E
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,Altron,E
Up,DS,2009,Action,THQ,Altron,E
Jonas,DS,2009,Adventure,Disney Interactive Studios,Altron,E
Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,Altron,E
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,Altron,E
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,Altron,E
Alex Rider: Stormbreaker,DS,N/A,Action,THQ,Altron,T
Machinarium,PC,2009,Adventure,Daedalic,Amanita Design,
Botanicula,PC,2012,Adventure,Daedalic Entertainment,Amanita Design,
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,Amaze,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,Amaze Entertainment,E10+
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,Amaze Entertainment,E
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,Amaze Entertainment,E
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,Amaze Entertainment,E10+
The Legend of Spyro: A New Beginning,DS,2006,Platform,Vivendi Games,Amaze Entertainment,E
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,Amaze Entertainment,T
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,Amaze Entertainment,E
Eragon,DS,2006,Action,Vivendi Games,Amaze Entertainment,T
Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,Amaze Entertainment,E
X-Men: The Official Game,DS,2006,Action,Activision,Amaze Entertainment,E10+
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,Amaze Entertainment,E
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,Amaze Entertainment,T
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,Amaze Entertainment,E
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,Amaze Entertainment,T
Shrek the Third,PS2,2007,Action,Activision,Amaze Entertainment,E10+
Crash of the Titans,DS,2007,Action,Vivendi Games,Amaze Entertainment,E
The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,Amaze Entertainment,E
Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios,Amaze Entertainment,E10+
Shrek the Third,PSP,2007,Action,Activision,Amaze Entertainment,E10+
Shrek the Third,Wii,2007,Action,Activision,Amaze Entertainment,E10+
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,Amaze Entertainment,T
Madagascar: Escape 2 Africa,DS,2008,Action,Activision,Amaze Entertainment,E
The Incredible Hulk,DS,2008,Action,Sega,Amaze Entertainment,E10+
Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,Amaze Entertainment,E
X-Men Origins: Wolverine,Wii,2009,Action,Activision,Amaze Entertainment,T
X-Men Origins: Wolverine,PS2,2009,Action,Activision,Amaze Entertainment,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,N/A,Action,Disney Interactive Studios,Amaze Entertainment,E
Shrek SuperSlam,GBA,2005,Action,Activision,"Amaze Entertainment, Griptonite Games",E10+
Eragon,PSP,2006,Action,Vivendi Games,"Amaze Entertainment, Vivendi Games",T
Disney Friends,DS,2007,Simulation,Disney Interactive Studios,"Amaze Entertainment, Walt Disney Japan",E
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,Amble,E10+
Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,Amble,E
Pokemon Channel,GC,2003,Adventure,Nintendo,Ambrella,E
Pokemon Dash,DS,2004,Racing,Nintendo,Ambrella,E
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,Ambrella,E10+
Pokemon Rumble World,3DS,2015,Action,Nintendo,"Ambrella, The Pokemon Company",E10+
Zoids: Legacy,GBA,2003,Role-Playing,Tomy Corporation,Amedio,E
Super Monkey Ball,GC,2001,Puzzle,Atari,Amusement Vision,E
Super Monkey Ball 2,GC,2002,Puzzle,Atari,Amusement Vision,E
Virtua Striker 2002,GC,2002,Sports,Sega,Amusement Vision,E
F-Zero GX,GC,2003,Racing,Nintendo,Amusement Vision,T
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,Amusement Vision,T
Yakuza,PS2,2005,Action,Sega,Amusement Vision,M
Yakuza 2,PS2,2006,Adventure,Sega,Amusement Vision,M
Headhunter,PS2,2002,Action,Sega,Amuze,M
Headhunter: Redemption,PS2,2004,Action,Sega,Amuze,M
Headhunter: Redemption,XB,2004,Action,Sega,Amuze,M
WWF Raw,XB,2002,Fighting,THQ,Anchor,T
WWE Raw 2,XB,2003,Fighting,THQ,Anchor,T
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,Anchor,M
10 Minute Solution,Wii,2010,Sports,Activision,Anchor Bay Entertainment,E
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,Ancient,E
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,Andamiro U.S.A. Corp.,T
Pump It Up: Exceed,XB,2005,Misc,Mastiff,Andamiro U.S.A. Corp.,T
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,Angel Studios,T
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,Angel Studios,E
Spy Hunter 2,PS2,2003,Racing,Midway Games,Angel Studios,T
Lost Horizon,PC,2010,Adventure,Deep Silver,Animation Arts,T
Jumble Madness,DS,2009,Puzzle,Destineer,Anino Entertainment,E10+
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,ApolloSoft,T
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,Appaloosa Interactive,E
Jaws Unleashed,PS2,2006,Action,THQ,Appaloosa Interactive,M
Jaws Unleashed,XB,2006,Action,THQ,Appaloosa Interactive,M
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,AQ Interactive,E
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,AQ Interactive,E
Cubic Ninja,3DS,2011,Platform,Ubisoft,AQ Interactive,E
Agassi Tennis Generation,PS2,2003,Sports,DreamCatcher Interactive,Aqua Pacific,E
Real World Golf,PS2,2005,Sports,Valcon Games,"Aqua Pacific, In2Games",E
Real World Golf,XB,2006,Sports,Mad Catz,"Aqua Pacific, In2Games",E
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,Aqua Plus,T
Caligula,PSV,2016,Role-Playing,FuRyu,Aquria,
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,Arc System Works,T
Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation,Arc System Works,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,Arc System Works,T
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,Arc System Works,T
Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,Arc System Works,T
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,Arc System Works,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,Arc System Works,E10+
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,Arc System Works,T
Guilty Gear Dust Strikers,DS,2006,Fighting,Majesco Entertainment,Arc System Works,T
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,Arc System Works,T
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,Arc System Works,T
Battle Fantasia,X360,2008,Fighting,505 Games,Arc System Works,T
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,Arc System Works,T
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,Arc System Works,T
Princess on Ice,DS,2008,Sports,505 Games,Arc System Works,E
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,Arc System Works,T
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,Arc System Works,T
Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,Arc System Works,E
Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,Arc System Works,E
Rockin' Pretty,DS,2009,Misc,Arc System Works,Arc System Works,E
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,Arc System Works,T
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,Arc System Works,T
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,Arc System Works,T
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,Arc System Works,T
BlazBlue: Calamity Trigger,PC,2010,Fighting,PQube,Arc System Works,T
BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,Arc System Works,T
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,Arc System Works,T
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,Arc System Works,T
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,Arc System Works,T
Persona 4: Arena,PS3,2012,Fighting,Atlus,Arc System Works,T
Persona 4: Arena,X360,2012,Fighting,Atlus,Arc System Works,T
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,Arc System Works,T
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,Arc System Works,M
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,Arc System Works,M
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,Arc System Works,T
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,Arc System Works,T
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,Arc System Works,T
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,Arc System Works,T
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,Arc System Works,M
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,Arc System Works,M
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,Arc System Works,T
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,Arc System Works,T
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,Arcade Moon,T
WWII Aces,Wii,2008,Simulation,Destineer,Arcade Moon,T
Rec Room Games,Wii,2009,Sports,Destineer,Arcade Moon,E
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,ArenaNet,T
Guild Wars,PC,2005,Role-Playing,NCSoft,ArenaNet,T
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,ArenaNet,T
Guild Wars: Factions,PC,2006,Role-Playing,NCSoft,ArenaNet,T
Guild Wars 2,PC,2012,Action,NCSoft,ArenaNet,T
Alien Resurrection,PS,2000,Shooter,Fox Interactive,Argonaut Games,M
Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,Argonaut Games,E
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,Argonaut Games,E
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,Argonaut Games,E
Bionicle,PS2,2003,Action,Electronic Arts,Argonaut Games,E
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,Argonaut Games,T
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,Argonaut Games,M
Bionicle,GC,2003,Action,Electronic Arts,Argonaut Games,E
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,Argonaut Games,M
I-Ninja,GC,2003,Platform,Namco Bandai Games,Argonaut Games,T
I-Ninja,XB,2003,Platform,Namco Bandai Games,Argonaut Games,T
Bionicle,XB,2003,Action,Electronic Arts,Argonaut Games,E
Catwoman,PS2,2004,Action,Electronic Arts,Argonaut Games,T
Catwoman,GC,2004,Action,Electronic Arts,Argonaut Games,T
Carve,XB,2004,Racing,Global Star,Argonaut Games,E
Powerdrome,PS2,2004,Racing,Evolved Games,Argonaut Games,T
Malice,PS2,2004,Platform,Evolved Games,Argonaut Games,T
Malice,XB,2004,Platform,Evolved Games,Argonaut Games,T
Powerdrome,XB,2004,Racing,Evolved Games,Argonaut Games,T
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,Arika,T
EverBlue 2,PS2,2002,Adventure,Capcom,Arika,E
Technic Beat,PS2,2002,Misc,Arika,Arika,E
Mega Man Network Transmission,GC,2003,Platform,Capcom,Arika,E
Endless Ocean,Wii,2007,Adventure,Nintendo,Arika,E
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,Arika,E10+
Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,Arika,E
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,Arika,T
Teddy Together,3DS,2016,Simulation,Nintendo,Arika,
Arx Fatalis,XB,2003,Role-Playing,Mindscape,Arkane Studios,M
Prey,PC,2006,Shooter,Take-Two Interactive,Arkane Studios,
Dishonored,X360,2012,Action,Bethesda Softworks,Arkane Studios,M
Dishonored,PS3,2012,Action,Bethesda Softworks,Arkane Studios,M
Dishonored 2,PS4,2016,Action,Bethesda Softworks,Arkane Studios,M
Dishonored 2,XOne,2016,Action,Bethesda Softworks,Arkane Studios,M
Dishonored 2,PC,2016,Action,Bethesda Softworks,Arkane Studios,M
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,Arkedo Studio,E
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,Arkedo Studio,E
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,T
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,T
ReCore,XOne,2016,Action,Microsoft Game Studios,"Armature Studio, comcept",T
Magicka,PC,2011,Role-Playing,Paradox Interactive,Arrowhead Game Studios,T
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,Art,E
Britney's Dance Beat,GBA,2002,Misc,THQ,Art,E
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,Art,E
Disney Princess,GBA,2003,Platform,THQ,Art,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,Art,E
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,Art,E10+
Shaun the Sheep,DS,2008,Adventure,D3Publisher,Art,E
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,Art,E
Coraline,DS,2009,Action,D3Publisher,Art,E
Dream Trigger 3D,3DS,N/A,Shooter,D3Publisher,"Art Co., Ltd.",E
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,Artdink,E10+
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,Artdink,T
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,Artdink,T
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,Artdink,T
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,Artdink,E10+
Trivial Pursuit unhinged,PS2,2004,Misc,Atari,Artech Studios,T
Trivial Pursuit unhinged,XB,2004,Misc,Atari,Artech Studios,T
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,Artech Studios,T
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,Artech Studios,M
Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,Artech Studios,E
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,Artech Studios,T
Deal or No Deal,DS,2007,Misc,Mindscape,Artefacts Studio,E
Igor: The Game,DS,2008,Adventure,Legacy Interactive,Artefacts Studio,E
Moto Racer DS,DS,2008,Racing,Nobilis,Artefacts Studio,E
Deal or No Deal,Wii,2009,Misc,Zoo Games,Artefacts Studio,E
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,Artefacts Studio,
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,ArtePiazza,E
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,ArtePiazza,E10+
Opoona,Wii,2007,Role-Playing,Tecmo Koei,ArtePiazza,E10+
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,ArtePiazza,E10+
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,ArtePiazza,T
"Monsters, Inc.",GBA,2001,Adventure,THQ,Artificial Mind and Movement,E
"Monsters, Inc. Scream Team",PS,2001,Platform,Sony Computer Entertainment,Artificial Mind and Movement,E
Ice Age,GBA,2002,Action,Ubisoft,Artificial Mind and Movement,E
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,Artificial Mind and Movement,E
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,Artificial Mind and Movement,E
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,E
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,Artificial Mind and Movement,E
Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,E
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,Artificial Mind and Movement,T
Scaler,PS2,2004,Platform,Take-Two Interactive,Artificial Mind and Movement,E
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,Artificial Mind and Movement,E
Scaler,XB,2004,Platform,Global Star,Artificial Mind and Movement,E
Scaler,GC,2004,Platform,Take-Two Interactive,Artificial Mind and Movement,E
